first_name, last_name, subject, grade
zzihzxwnx, whlzpnzg, History, C
ynnqmt, zgbmg, Maths, D+
ynnqmt, zgbmg, Physics, C
ynnqmt, zgbmg, Social Studies, F
ynnqmt, zgbmg, Art, F
ynnqmt, zgbmg, Music, D
ynnqmt, zgbmg, History, C+
vyjq, lkfnvzrh, Maths, B
vyjq, lkfnvzrh, Physics, B
vyjq, lkfnvzrh, Social Studies, B-
vyjq, lkfnvzrh, Art, F
vyjq, lkfnvzrh, Music, C-
vyjq, lkfnvzrh, History, A
ongb, hee, Maths, C+
ongb, hee, Physics, D-
ongb, hee, Social Studies, D
ongb, hee, Art, C
ongb, hee, Music, C+
ongb, hee, History, B-
xkbsy, yvd, Maths, D-
xkbsy, yvd, Physics, B
xkbsy, yvd, Social Studies, B+
xkbsy, yvd, Art, C-
xkbsy, yvd, Music, 
xkbsy, yvd, History, C
kcgmgmtqr, u, Maths, C-
kcgmgmtqr, u, Physics, A-
kcgmgmtqr, u, Social Studies, C
kcgmgmtqr, u, Art, C
kcgmgmtqr, u, Music, D
kcgmgmtqr, u, History, C-
fyalbs, ypmgx, Maths, 
fyalbs, ypmgx, Physics, C+
fyalbs, ypmgx, Social Studies, C-
fyalbs, ypmgx, Art, F
fyalbs, ypmgx, Music, D+
fyalbs, ypmgx, History, D+
begaj, cfuam, Maths, B-
begaj, cfuam, Physics, B+
begaj, cfuam, Social Studies, B+
begaj, cfuam, Art, B-
begaj, cfuam, Music, B
begaj, cfuam, History, C-
wbgtmk, vmybvmcfpe, Maths, C+
wbgtmk, vmybvmcfpe, Physics, 
wbgtmk, vmybvmcfpe, Social Studies, F
wbgtmk, vmybvmcfpe, Art, C-
wbgtmk, vmybvmcfpe, Music, C+
wbgtmk, vmybvmcfpe, History, D
rgyrehnz, hijroku, Maths, 
rgyrehnz, hijroku, Physics, C-
rgyrehnz, hijroku, Social Studies, 
rgyrehnz, hijroku, Art, C
rgyrehnz, hijroku, Music, B+
rgyrehnz, hijroku, History, D+
sv, xwah, Maths, D-
sv, xwah, Physics, C+
sv, xwah, Social Studies, C-
sv, xwah, Art, 
sv, xwah, Music, D+
sv, xwah, History, B+
p, tuw, Maths, 
p, tuw, Physics, A
p, tuw, Social Studies, C-
p, tuw, Art, C
p, tuw, Music, C
p, tuw, History, A-
had, vjp, Maths, B-
had, vjp, Physics, A-
had, vjp, Social Studies, B+
had, vjp, Art, C+
had, vjp, Music, D
had, vjp, History, 
ioq, qhyakodc, Maths, C
ioq, qhyakodc, Physics, 
ioq, qhyakodc, Social Studies, B+
ioq, qhyakodc, Art, B-
ioq, qhyakodc, Music, C+
ioq, qhyakodc, History, 
kfthp, nr, Maths, C
kfthp, nr, Physics, B-
kfthp, nr, Social Studies, D
kfthp, nr, Art, B+
kfthp, nr, Music, C-
kfthp, nr, History, F
w, strehb, Maths, D+
w, strehb, Physics, C
w, strehb, Social Studies, B-
w, strehb, Art, D+
w, strehb, Music, D+
w, strehb, History, 
hp, ulvixxyhc, Maths, D
hp, ulvixxyhc, Physics, B-
hp, ulvixxyhc, Social Studies, A
hp, ulvixxyhc, Art, C-
hp, ulvixxyhc, Music, F
hp, ulvixxyhc, History, A-
rgbssqkjcr, sufevxn, Maths, D-
rgbssqkjcr, sufevxn, Physics, D-
rgbssqkjcr, sufevxn, Social Studies, D
rgbssqkjcr, sufevxn, Art, D-
rgbssqkjcr, sufevxn, Music, A
rgbssqkjcr, sufevxn, History, 
z, ngfa, Maths, 
z, ngfa, Physics, 
z, ngfa, Social Studies, C
z, ngfa, Art, C+
z, ngfa, Music, D+
z, ngfa, History, C
xkpuaoh, rcntsmalqj, Maths, B
xkpuaoh, rcntsmalqj, Physics, C-
xkpuaoh, rcntsmalqj, Social Studies, 
xkpuaoh, rcntsmalqj, Art, A
xkpuaoh, rcntsmalqj, Music, D
xkpuaoh, rcntsmalqj, History, D
kgepnky, lllxczym, Maths, 
kgepnky, lllxczym, Physics, 
kgepnky, lllxczym, Social Studies, F
kgepnky, lllxczym, Art, B-
kgepnky, lllxczym, Music, A
kgepnky, lllxczym, History, B+
gyf, nlejz, Maths, D
gyf, nlejz, Physics, 
gyf, nlejz, Social Studies, D
gyf, nlejz, Art, F
gyf, nlejz, Music, A
gyf, nlejz, History, C
gbctqy, wnxiwp, Maths, D+
gbctqy, wnxiwp, Physics, C-
gbctqy, wnxiwp, Social Studies, D
gbctqy, wnxiwp, Art, A-
gbctqy, wnxiwp, Music, 
gbctqy, wnxiwp, History, B
fuy, mues, Maths, B
fuy, mues, Physics, D-
fuy, mues, Social Studies, C-
fuy, mues, Art, D-
fuy, mues, Music, C
fuy, mues, History, 
zpupybhtjf, pcxkci, Maths, F
zpupybhtjf, pcxkci, Physics, B-
zpupybhtjf, pcxkci, Social Studies, 
zpupybhtjf, pcxkci, Art, C+
zpupybhtjf, pcxkci, Music, B+
zpupybhtjf, pcxkci, History, F
ya, abcyrlp, Maths, A
ya, abcyrlp, Physics, D-
ya, abcyrlp, Social Studies, A-
ya, abcyrlp, Art, 
ya, abcyrlp, Music, B-
ya, abcyrlp, History, C-
ffys, m, Maths, B
ffys, m, Physics, B+
ffys, m, Social Studies, A-
ffys, m, Art, D+
ffys, m, Music, D
ffys, m, History, F
qjdjctd, rosxsj, Maths, C-
qjdjctd, rosxsj, Physics, D+
qjdjctd, rosxsj, Social Studies, D+
qjdjctd, rosxsj, Art, D
qjdjctd, rosxsj, Music, B-
qjdjctd, rosxsj, History, A-
m, psuyxwkv, Maths, B-
m, psuyxwkv, Physics, D
m, psuyxwkv, Social Studies, C
m, psuyxwkv, Art, B
m, psuyxwkv, Music, D+
m, psuyxwkv, History, C
viy, cim, Maths, A-
viy, cim, Physics, B
viy, cim, Social Studies, C+
viy, cim, Art, C
viy, cim, Music, D+
viy, cim, History, A
ss, ittyeem, Maths, 
ss, ittyeem, Physics, 
ss, ittyeem, Social Studies, 
ss, ittyeem, Art, C+
ss, ittyeem, Music, C-
ss, ittyeem, History, B+
tgvgmkyw, ifjvc, Maths, D
tgvgmkyw, ifjvc, Physics, A-
tgvgmkyw, ifjvc, Social Studies, D
tgvgmkyw, ifjvc, Art, D
tgvgmkyw, ifjvc, Music, B
tgvgmkyw, ifjvc, History, C-
rfdwu, wzms, Maths, B
rfdwu, wzms, Physics, A-
rfdwu, wzms, Social Studies, B
rfdwu, wzms, Art, A-
rfdwu, wzms, Music, B-
rfdwu, wzms, History, 
zvzm, eqs, Maths, C-
zvzm, eqs, Physics, C-
zvzm, eqs, Social Studies, C
zvzm, eqs, Art, D
zvzm, eqs, Music, A-
zvzm, eqs, History, C
mbcrlcmvp, xvuufmbimv, Maths, C
mbcrlcmvp, xvuufmbimv, Physics, 
mbcrlcmvp, xvuufmbimv, Social Studies, F
mbcrlcmvp, xvuufmbimv, Art, D+
mbcrlcmvp, xvuufmbimv, Music, A-
mbcrlcmvp, xvuufmbimv, History, C
yw, wogmumnazi, Maths, 
yw, wogmumnazi, Physics, C-
yw, wogmumnazi, Social Studies, B+
yw, wogmumnazi, Art, F
yw, wogmumnazi, Music, D+
yw, wogmumnazi, History, B-
nweofj, j, Maths, D
nweofj, j, Physics, A
nweofj, j, Social Studies, C+
nweofj, j, Art, A
nweofj, j, Music, A-
nweofj, j, History, F
upiozanbjy, lgkfhecbd, Maths, B+
upiozanbjy, lgkfhecbd, Physics, C+
upiozanbjy, lgkfhecbd, Social Studies, D
upiozanbjy, lgkfhecbd, Art, A
upiozanbjy, lgkfhecbd, Music, D
upiozanbjy, lgkfhecbd, History, C
erydnrmh, atsrknzmru, Maths, D-
erydnrmh, atsrknzmru, Physics, B+
erydnrmh, atsrknzmru, Social Studies, B+
erydnrmh, atsrknzmru, Art, D
erydnrmh, atsrknzmru, Music, F
erydnrmh, atsrknzmru, History, B+
yqfsi, hicwqkh, Maths, D-
yqfsi, hicwqkh, Physics, B
yqfsi, hicwqkh, Social Studies, B+
yqfsi, hicwqkh, Art, A
yqfsi, hicwqkh, Music, C+
yqfsi, hicwqkh, History, D
bnop, xbfrmzvvpu, Maths, F
bnop, xbfrmzvvpu, Physics, B-
bnop, xbfrmzvvpu, Social Studies, B+
bnop, xbfrmzvvpu, Art, D-
bnop, xbfrmzvvpu, Music, F
bnop, xbfrmzvvpu, History, A-
wldlhwclv, vvjbsl, Maths, 
wldlhwclv, vvjbsl, Physics, C
wldlhwclv, vvjbsl, Social Studies, 
wldlhwclv, vvjbsl, Art, D
wldlhwclv, vvjbsl, Music, C-
wldlhwclv, vvjbsl, History, B
e, otdqi, Maths, F
e, otdqi, Physics, B+
e, otdqi, Social Studies, D-
e, otdqi, Art, A-
e, otdqi, Music, A-
e, otdqi, History, B+
jdb, gatwgazuow, Maths, B
jdb, gatwgazuow, Physics, B-
jdb, gatwgazuow, Social Studies, C+
jdb, gatwgazuow, Art, D
jdb, gatwgazuow, Music, A-
jdb, gatwgazuow, History, 
xgfaq, hzc, Maths, A-
xgfaq, hzc, Physics, D
xgfaq, hzc, Social Studies, B
xgfaq, hzc, Art, F
xgfaq, hzc, Music, C+
xgfaq, hzc, History, 
gobdfn, vz, Maths, C-
gobdfn, vz, Physics, B
gobdfn, vz, Social Studies, A
gobdfn, vz, Art, B+
gobdfn, vz, Music, D-
gobdfn, vz, History, C
lyy, ztrgjshdr, Maths, A
lyy, ztrgjshdr, Physics, B-
lyy, ztrgjshdr, Social Studies, B+
lyy, ztrgjshdr, Art, C
lyy, ztrgjshdr, Music, D+
lyy, ztrgjshdr, History, 
rhakpbgm, o, Maths, F
rhakpbgm, o, Physics, C-
rhakpbgm, o, Social Studies, D+
rhakpbgm, o, Art, C-
rhakpbgm, o, Music, D-
rhakpbgm, o, History, D-
twiaczv, azgqkiu, Maths, D
twiaczv, azgqkiu, Physics, C-
twiaczv, azgqkiu, Social Studies, B+
twiaczv, azgqkiu, Art, A
twiaczv, azgqkiu, Music, D+
twiaczv, azgqkiu, History, 
jlhxgor, byrgd, Maths, C+
jlhxgor, byrgd, Physics, C
jlhxgor, byrgd, Social Studies, F
jlhxgor, byrgd, Art, B-
jlhxgor, byrgd, Music, D-
jlhxgor, byrgd, History, D
vwlnqnophd, to, Maths, D
vwlnqnophd, to, Physics, A
vwlnqnophd, to, Social Studies, A-
vwlnqnophd, to, Art, C
vwlnqnophd, to, Music, B
vwlnqnophd, to, History, D
mrqzdsahpm, icf, Maths, C
mrqzdsahpm, icf, Physics, A
mrqzdsahpm, icf, Social Studies, C+
mrqzdsahpm, icf, Art, B+
mrqzdsahpm, icf, Music, D
mrqzdsahpm, icf, History, 
feset, gdkv, Maths, C-
feset, gdkv, Physics, 
feset, gdkv, Social Studies, F
feset, gdkv, Art, B+
feset, gdkv, Music, D-
feset, gdkv, History, B
ndksswifay, wqjmrmm, Maths, A-
ndksswifay, wqjmrmm, Physics, C+
ndksswifay, wqjmrmm, Social Studies, B-
ndksswifay, wqjmrmm, Art, D
ndksswifay, wqjmrmm, Music, B+
ndksswifay, wqjmrmm, History, B
yowdr, jn, Maths, B-
yowdr, jn, Physics, B
yowdr, jn, Social Studies, D-
yowdr, jn, Art, D-
yowdr, jn, Music, D+
yowdr, jn, History, C
rrv, hevzsvc, Maths, 
rrv, hevzsvc, Physics, F
rrv, hevzsvc, Social Studies, 
rrv, hevzsvc, Art, 
rrv, hevzsvc, Music, D
rrv, hevzsvc, History, A
cfvfggzut, t, Maths, D
cfvfggzut, t, Physics, A
cfvfggzut, t, Social Studies, 
cfvfggzut, t, Art, D+
cfvfggzut, t, Music, D+
cfvfggzut, t, History, D-
nfbqtmjla, kmopplxufn, Maths, A
nfbqtmjla, kmopplxufn, Physics, C+
nfbqtmjla, kmopplxufn, Social Studies, 
nfbqtmjla, kmopplxufn, Art, A
nfbqtmjla, kmopplxufn, Music, B+
nfbqtmjla, kmopplxufn, History, B
txofhqbtf, xsuxa, Maths, 
txofhqbtf, xsuxa, Physics, D
txofhqbtf, xsuxa, Social Studies, A-
txofhqbtf, xsuxa, Art, 
txofhqbtf, xsuxa, Music, B+
txofhqbtf, xsuxa, History, F
dumk, c, Maths, B
dumk, c, Physics, 
dumk, c, Social Studies, D-
dumk, c, Art, D
dumk, c, Music, C
dumk, c, History, D-
xfzqsevwas, g, Maths, B
xfzqsevwas, g, Physics, 
xfzqsevwas, g, Social Studies, C
xfzqsevwas, g, Art, D+
xfzqsevwas, g, Music, D+
xfzqsevwas, g, History, F
smgzzwjkd, drdpbzrmlr, Maths, A
smgzzwjkd, drdpbzrmlr, Physics, C-
smgzzwjkd, drdpbzrmlr, Social Studies, A
smgzzwjkd, drdpbzrmlr, Art, F
smgzzwjkd, drdpbzrmlr, Music, B+
smgzzwjkd, drdpbzrmlr, History, 
rd, ducnnqcn, Maths, C+
rd, ducnnqcn, Physics, D
rd, ducnnqcn, Social Studies, F
rd, ducnnqcn, Art, C-
rd, ducnnqcn, Music, C
rd, ducnnqcn, History, C-
szr, bi, Maths, 
szr, bi, Physics, C-
szr, bi, Social Studies, D-
szr, bi, Art, B
szr, bi, Music, D+
szr, bi, History, B+
fqcvffnfgy, ikyve, Maths, D+
fqcvffnfgy, ikyve, Physics, C
fqcvffnfgy, ikyve, Social Studies, 
fqcvffnfgy, ikyve, Art, F
fqcvffnfgy, ikyve, Music, B+
fqcvffnfgy, ikyve, History, A
van, qbfvzt, Maths, A
van, qbfvzt, Physics, C-
van, qbfvzt, Social Studies, D-
van, qbfvzt, Art, C+
van, qbfvzt, Music, B
van, qbfvzt, History, F
dqxjaju, bjbcll, Maths, A-
dqxjaju, bjbcll, Physics, C-
dqxjaju, bjbcll, Social Studies, 
dqxjaju, bjbcll, Art, A
dqxjaju, bjbcll, Music, B-
dqxjaju, bjbcll, History, C+
zpiyychn, ftno, Maths, C
zpiyychn, ftno, Physics, C-
zpiyychn, ftno, Social Studies, D-
zpiyychn, ftno, Art, F
zpiyychn, ftno, Music, C
zpiyychn, ftno, History, B
ebueollzz, zdihkjavi, Maths, C
ebueollzz, zdihkjavi, Physics, B-
ebueollzz, zdihkjavi, Social Studies, F
ebueollzz, zdihkjavi, Art, 
ebueollzz, zdihkjavi, Music, B-
ebueollzz, zdihkjavi, History, F
tltmyahrwx, vd, Maths, B
tltmyahrwx, vd, Physics, B
tltmyahrwx, vd, Social Studies, A
tltmyahrwx, vd, Art, F
tltmyahrwx, vd, Music, 
tltmyahrwx, vd, History, C-
tzbwydbgl, s, Maths, D
tzbwydbgl, s, Physics, D-
tzbwydbgl, s, Social Studies, C
tzbwydbgl, s, Art, B+
tzbwydbgl, s, Music, B-
tzbwydbgl, s, History, D
dxm, jl, Maths, D
dxm, jl, Physics, D
dxm, jl, Social Studies, A
dxm, jl, Art, A
dxm, jl, Music, C
dxm, jl, History, D+
jqjmqr, erdv, Maths, D
jqjmqr, erdv, Physics, D-
jqjmqr, erdv, Social Studies, F
jqjmqr, erdv, Art, C
jqjmqr, erdv, Music, B-
jqjmqr, erdv, History, D-
oobornasdj, fucdhlo, Maths, C+
oobornasdj, fucdhlo, Physics, B+
oobornasdj, fucdhlo, Social Studies, D-
oobornasdj, fucdhlo, Art, F
oobornasdj, fucdhlo, Music, D-
oobornasdj, fucdhlo, History, C+
bbd, ov, Maths, D+
bbd, ov, Physics, 
bbd, ov, Social Studies, D
bbd, ov, Art, A-
bbd, ov, Music, A
bbd, ov, History, B
ers, swefl, Maths, 
ers, swefl, Physics, 
ers, swefl, Social Studies, F
ers, swefl, Art, C-
ers, swefl, Music, A
ers, swefl, History, B+
iybbqbfhtx, dys, Maths, B-
iybbqbfhtx, dys, Physics, A
iybbqbfhtx, dys, Social Studies, C-
iybbqbfhtx, dys, Art, B-
iybbqbfhtx, dys, Music, D+
iybbqbfhtx, dys, History, D-
hh, ozls, Maths, 
hh, ozls, Physics, D
hh, ozls, Social Studies, F
hh, ozls, Art, D
hh, ozls, Music, 
hh, ozls, History, F
ltjrfua, rflszqlwyr, Maths, C
ltjrfua, rflszqlwyr, Physics, C-
ltjrfua, rflszqlwyr, Social Studies, C
ltjrfua, rflszqlwyr, Art, D-
ltjrfua, rflszqlwyr, Music, A-
ltjrfua, rflszqlwyr, History, C+
z, swbslhy, Maths, D
z, swbslhy, Physics, 
z, swbslhy, Social Studies, 
z, swbslhy, Art, C
z, swbslhy, Music, D-
z, swbslhy, History, F
fl, fxfn, Maths, F
fl, fxfn, Physics, 
fl, fxfn, Social Studies, D+
fl, fxfn, Art, B
fl, fxfn, Music, D-
fl, fxfn, History, 
o, bzminxhod, Maths, A-
o, bzminxhod, Physics, B
o, bzminxhod, Social Studies, A
o, bzminxhod, Art, C
o, bzminxhod, Music, C-
o, bzminxhod, History, B+
mwllc, voqvrwagil, Maths, 
mwllc, voqvrwagil, Physics, B
mwllc, voqvrwagil, Social Studies, C
mwllc, voqvrwagil, Art, C+
mwllc, voqvrwagil, Music, C-
mwllc, voqvrwagil, History, F
ugykcniw, hbjdjse, Maths, C
ugykcniw, hbjdjse, Physics, D+
ugykcniw, hbjdjse, Social Studies, B-
ugykcniw, hbjdjse, Art, C-
ugykcniw, hbjdjse, Music, B+
ugykcniw, hbjdjse, History, 
gzgktc, nqzumv, Maths, D
gzgktc, nqzumv, Physics, C
gzgktc, nqzumv, Social Studies, B-
gzgktc, nqzumv, Art, C+
gzgktc, nqzumv, Music, B+
gzgktc, nqzumv, History, D-
dxplmw, vbcpvbmes, Maths, F
dxplmw, vbcpvbmes, Physics, B+
dxplmw, vbcpvbmes, Social Studies, A-
dxplmw, vbcpvbmes, Art, D+
dxplmw, vbcpvbmes, Music, D+
dxplmw, vbcpvbmes, History, C+
ns, hyxsltqazz, Maths, F
ns, hyxsltqazz, Physics, B-
ns, hyxsltqazz, Social Studies, B-
ns, hyxsltqazz, Art, B
ns, hyxsltqazz, Music, A
ns, hyxsltqazz, History, A-
u, e, Maths, C-
u, e, Physics, D
u, e, Social Studies, 
u, e, Art, C
u, e, Music, A
u, e, History, 
uu, uw, Maths, B+
uu, uw, Physics, 
uu, uw, Social Studies, 
uu, uw, Art, C
uu, uw, Music, C+
uu, uw, History, B+
wkub, oyyf, Maths, 
wkub, oyyf, Physics, 
wkub, oyyf, Social Studies, C-
wkub, oyyf, Art, B
wkub, oyyf, Music, D
wkub, oyyf, History, C
nbz, gbrawxjn, Maths, A-
nbz, gbrawxjn, Physics, C+
nbz, gbrawxjn, Social Studies, A
nbz, gbrawxjn, Art, B+
nbz, gbrawxjn, Music, A
nbz, gbrawxjn, History, 
znwdrbq, uv, Maths, D-
znwdrbq, uv, Physics, 
znwdrbq, uv, Social Studies, 
znwdrbq, uv, Art, B+
znwdrbq, uv, Music, A
znwdrbq, uv, History, A
svhtwnwdpl, xvgh, Maths, A-
svhtwnwdpl, xvgh, Physics, B+
svhtwnwdpl, xvgh, Social Studies, A-
svhtwnwdpl, xvgh, Art, F
svhtwnwdpl, xvgh, Music, B+
svhtwnwdpl, xvgh, History, C-
hefsyhnclq, ybyrvb, Maths, 
hefsyhnclq, ybyrvb, Physics, D+
hefsyhnclq, ybyrvb, Social Studies, C
hefsyhnclq, ybyrvb, Art, D
hefsyhnclq, ybyrvb, Music, C+
hefsyhnclq, ybyrvb, History, D+
tyvyif, jzjpqkqu, Maths, D
tyvyif, jzjpqkqu, Physics, 
tyvyif, jzjpqkqu, Social Studies, A-
tyvyif, jzjpqkqu, Art, B-
tyvyif, jzjpqkqu, Music, D-
tyvyif, jzjpqkqu, History, C+
wersxo, hrzixn, Maths, C+
wersxo, hrzixn, Physics, 
wersxo, hrzixn, Social Studies, A-
wersxo, hrzixn, Art, C-
wersxo, hrzixn, Music, F
wersxo, hrzixn, History, F
kmd, xr, Maths, C-
kmd, xr, Physics, A-
kmd, xr, Social Studies, C+
kmd, xr, Art, C+
kmd, xr, Music, A-
kmd, xr, History, B
kbf, banvkjrtx, Maths, B
kbf, banvkjrtx, Physics, B+
kbf, banvkjrtx, Social Studies, D-
kbf, banvkjrtx, Art, A
kbf, banvkjrtx, Music, F
kbf, banvkjrtx, History, C
gmy, ffhoettyt, Maths, B-
gmy, ffhoettyt, Physics, B+
gmy, ffhoettyt, Social Studies, D+
gmy, ffhoettyt, Art, B
gmy, ffhoettyt, Music, B+
gmy, ffhoettyt, History, A
nb, woen, Maths, B
nb, woen, Physics, D+
nb, woen, Social Studies, F
nb, woen, Art, F
nb, woen, Music, F
nb, woen, History, C+
q, extp, Maths, 
q, extp, Physics, C-
q, extp, Social Studies, D
q, extp, Art, 
q, extp, Music, 
q, extp, History, A
obwb, jgr, Maths, B+
obwb, jgr, Physics, D
obwb, jgr, Social Studies, C+
obwb, jgr, Art, B
obwb, jgr, Music, D
obwb, jgr, History, C+
uovpar, aoksl, Maths, C+
uovpar, aoksl, Physics, B+
uovpar, aoksl, Social Studies, A-
uovpar, aoksl, Art, D-
uovpar, aoksl, Music, B+
uovpar, aoksl, History, 
oavytejzij, p, Maths, A
oavytejzij, p, Physics, A
oavytejzij, p, Social Studies, D
oavytejzij, p, Art, A
oavytejzij, p, Music, A-
oavytejzij, p, History, D-
sjaahq, wumiulxag, Maths, D
sjaahq, wumiulxag, Physics, B
sjaahq, wumiulxag, Social Studies, 
sjaahq, wumiulxag, Art, B+
sjaahq, wumiulxag, Music, D
sjaahq, wumiulxag, History, 
dmdbptpedw, fbdro, Maths, A-
dmdbptpedw, fbdro, Physics, C+
dmdbptpedw, fbdro, Social Studies, D+
dmdbptpedw, fbdro, Art, F
dmdbptpedw, fbdro, Music, F
dmdbptpedw, fbdro, History, B-
pfvjqafhdx, djzz, Maths, F
pfvjqafhdx, djzz, Physics, B-
pfvjqafhdx, djzz, Social Studies, B+
pfvjqafhdx, djzz, Art, A-
pfvjqafhdx, djzz, Music, A-
pfvjqafhdx, djzz, History, D+
s, qtdot, Maths, C-
s, qtdot, Physics, C
s, qtdot, Social Studies, C-
s, qtdot, Art, C
s, qtdot, Music, C
s, qtdot, History, 
p, acxmv, Maths, D+
p, acxmv, Physics, 
p, acxmv, Social Studies, 
p, acxmv, Art, C-
p, acxmv, Music, B+
p, acxmv, History, B-
x, gnkpynu, Maths, 
x, gnkpynu, Physics, D
x, gnkpynu, Social Studies, D-
x, gnkpynu, Art, A-
x, gnkpynu, Music, C
x, gnkpynu, History, B+
xek, rudftwuz, Maths, 
xek, rudftwuz, Physics, 
xek, rudftwuz, Social Studies, D-
xek, rudftwuz, Art, A-
xek, rudftwuz, Music, C-
xek, rudftwuz, History, C
kifq, gttrdt, Maths, B+
kifq, gttrdt, Physics, A-
kifq, gttrdt, Social Studies, A
kifq, gttrdt, Art, D+
kifq, gttrdt, Music, F
kifq, gttrdt, History, A-
hfnnty, kw, Maths, A
hfnnty, kw, Physics, F
hfnnty, kw, Social Studies, B+
hfnnty, kw, Art, 
hfnnty, kw, Music, F
hfnnty, kw, History, D-
guhp, suq, Maths, D+
guhp, suq, Physics, C-
guhp, suq, Social Studies, B+
guhp, suq, Art, D
guhp, suq, Music, C-
guhp, suq, History, C
d, brbtpyox, Maths, A
d, brbtpyox, Physics, B-
d, brbtpyox, Social Studies, B-
d, brbtpyox, Art, C-
d, brbtpyox, Music, A-
d, brbtpyox, History, D-
ghqecwwxj, dly, Maths, B-
ghqecwwxj, dly, Physics, B
ghqecwwxj, dly, Social Studies, C+
ghqecwwxj, dly, Art, F
ghqecwwxj, dly, Music, A-
ghqecwwxj, dly, History, B-
cbktxmglt, cyookvj, Maths, C+
cbktxmglt, cyookvj, Physics, A
cbktxmglt, cyookvj, Social Studies, A-
cbktxmglt, cyookvj, Art, 
cbktxmglt, cyookvj, Music, A
cbktxmglt, cyookvj, History, B
ufdmqqatgc, kgy, Maths, F
ufdmqqatgc, kgy, Physics, B
ufdmqqatgc, kgy, Social Studies, C+
ufdmqqatgc, kgy, Art, F
ufdmqqatgc, kgy, Music, A
ufdmqqatgc, kgy, History, B
emmgk, pomx, Maths, A
emmgk, pomx, Physics, C+
emmgk, pomx, Social Studies, 
emmgk, pomx, Art, C-
emmgk, pomx, Music, D-
emmgk, pomx, History, C-
o, uju, Maths, B+
o, uju, Physics, B
o, uju, Social Studies, B+
o, uju, Art, B-
o, uju, Music, A
o, uju, History, D
u, yizricymbs, Maths, 
u, yizricymbs, Physics, B
u, yizricymbs, Social Studies, B
u, yizricymbs, Art, C+
u, yizricymbs, Music, C-
u, yizricymbs, History, B-
mmpzrhh, ocwym, Maths, 
mmpzrhh, ocwym, Physics, F
mmpzrhh, ocwym, Social Studies, C+
mmpzrhh, ocwym, Art, 
mmpzrhh, ocwym, Music, C-
mmpzrhh, ocwym, History, A
vqig, nq, Maths, A-
vqig, nq, Physics, 
vqig, nq, Social Studies, 
vqig, nq, Art, 
vqig, nq, Music, D
vqig, nq, History, B
fwms, askquyag, Maths, A-
fwms, askquyag, Physics, C-
fwms, askquyag, Social Studies, B+
fwms, askquyag, Art, 
fwms, askquyag, Music, C
fwms, askquyag, History, D
fkdxsj, wjgsqdaig, Maths, B
fkdxsj, wjgsqdaig, Physics, D+
fkdxsj, wjgsqdaig, Social Studies, C-
fkdxsj, wjgsqdaig, Art, C
fkdxsj, wjgsqdaig, Music, F
fkdxsj, wjgsqdaig, History, C+
pxbak, ahreb, Maths, C
pxbak, ahreb, Physics, 
pxbak, ahreb, Social Studies, B-
pxbak, ahreb, Art, A-
pxbak, ahreb, Music, B-
pxbak, ahreb, History, F
xte, nowaa, Maths, C+
xte, nowaa, Physics, B-
xte, nowaa, Social Studies, A
xte, nowaa, Art, C+
xte, nowaa, Music, 
xte, nowaa, History, B+
cetw, rrsw, Maths, B-
cetw, rrsw, Physics, C+
cetw, rrsw, Social Studies, C-
cetw, rrsw, Art, D
cetw, rrsw, Music, C
cetw, rrsw, History, A-
auacoqscfl, ruffxn, Maths, A-
auacoqscfl, ruffxn, Physics, 
auacoqscfl, ruffxn, Social Studies, C-
auacoqscfl, ruffxn, Art, C
auacoqscfl, ruffxn, Music, D
auacoqscfl, ruffxn, History, B+
gzqy, rdjogsv, Maths, C-
gzqy, rdjogsv, Physics, 
gzqy, rdjogsv, Social Studies, B+
gzqy, rdjogsv, Art, F
gzqy, rdjogsv, Music, D+
gzqy, rdjogsv, History, A
pqnhgyu, e, Maths, C-
pqnhgyu, e, Physics, C-
pqnhgyu, e, Social Studies, C
pqnhgyu, e, Art, D+
pqnhgyu, e, Music, A-
pqnhgyu, e, History, B+
jniyquh, bbxx, Maths, B
jniyquh, bbxx, Physics, C
jniyquh, bbxx, Social Studies, C
jniyquh, bbxx, Art, C-
jniyquh, bbxx, Music, B+
jniyquh, bbxx, History, F
vlsy, nbly, Maths, A-
vlsy, nbly, Physics, A
vlsy, nbly, Social Studies, F
vlsy, nbly, Art, B+
vlsy, nbly, Music, D
vlsy, nbly, History, C-
ll, afftlzwwpu, Maths, C-
ll, afftlzwwpu, Physics, B
ll, afftlzwwpu, Social Studies, 
ll, afftlzwwpu, Art, C
ll, afftlzwwpu, Music, C-
ll, afftlzwwpu, History, C
g, ubywa, Maths, D+
g, ubywa, Physics, 
g, ubywa, Social Studies, D
g, ubywa, Art, D-
g, ubywa, Music, B
g, ubywa, History, 
juiwdel, kzywb, Maths, D+
juiwdel, kzywb, Physics, A-
juiwdel, kzywb, Social Studies, B
juiwdel, kzywb, Art, D
juiwdel, kzywb, Music, D+
juiwdel, kzywb, History, D
idr, iffqxtf, Maths, C
idr, iffqxtf, Physics, C
idr, iffqxtf, Social Studies, B
idr, iffqxtf, Art, C
idr, iffqxtf, Music, D+
idr, iffqxtf, History, C+
yejwvcucwh, jy, Maths, A
yejwvcucwh, jy, Physics, C
yejwvcucwh, jy, Social Studies, 
yejwvcucwh, jy, Art, 
yejwvcucwh, jy, Music, B+
yejwvcucwh, jy, History, C
phu, tiqynz, Maths, C-
